class,tweet
1,Tickets hoe http://t.co/lPCS9Abo7W
0,"Tilt my chin back, slit my throat, take a bath in my blood, get to know me"
0,Time 2 kill 2 birds with 1 stone. Work out while I renew my food handlers card online. Push play for this dumb class
1,Time hop makes me realize how much off a faggot I was lol
0,Time to start listing to il spook
0,Tiny out here looking like an albino red nose pitbull from a dope boy's trap house.
1,To a hood bitch Gucci voice is euphoric
0,"To be clear, I don't think there's any chance Krug leaves for Russia. But it's fun to mock the speculation."
1,To many dumb hoes in milwaukee
1,To many niggas and not enough hoes and most of you niggas acting like hoes
0,To the senior class: there will be Oreo funfetti bars in the den this morning &#128538;
0,Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers
0,Today is fun but tuesday will be awesome. #IU v #michiganst #1UBB #hoosiers
1,Today was just joints on joints on joints of some Reserve wit my niggah @BlakkHoodie_562 #SmokinDrankin
0,Today's Spy Ops: (His soles need a cleaning lick lick. I bet this cuties sneaks smell good) http://t.co/c7Hj3DvNgp
1,Told da nicca str8 up to his face whateva he got goin on I Want In..Guess he felt some type of way bout it
0,Tommy trash
0,Tomorrow's agenda: bake brownies &amp; visit a couple open house.
0,Tonight starts the road the Super Bowl for the @Browns! Here we go brownies here we go! WOOF WOOF #Browns2014Draft
0,Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it
0,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey
0,Too much makeup so trash..
0,"Tracy Morgans car wreck and the press was covered by Zappa in the 60's...""Some joker with a brownie and ye'll see it all complete"""
0,Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;
0,Trailor trash tina time &#128556;
1,"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me"
0,Trending: 2 adult human skulls found in trash in Connecticut http://t.co/bykFaoYk6y http://t.co/f8GRqk3Tc8
1,Trust me when I say foot stomps hurt like a fucking bitch
1,"Trust no nigga, fear no bitch &#128074;&#128142;"
1,Truth is @MaxOn_MaxOff5 ate yellow snow as a child..
1,Truuuuuuuuuuu facts both then niggaz is pussy nd I'll tag em both @meekmill nd cassidy r/p by my nigga let http://t.co/NhYODSpP
0,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!
1,Try to take Othot drugs bitch I'm 30'd up
0,"Tryna get to home like base to base to base, closet looking like planet of the bathing apes"
0,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included"
1,Tupac could fuck any bitch in the world in 1996 and niggas on here crying about a pic he took FOR BITCHES
0,Turn on the magic of colored light. #longexposure #lightwriting http://t.co/Um8LBsd6p9
1,Tweakin hoe
0,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/Wafg8EYYGM"
0,Twinkies are so unfilling. which is odd because they are filled
0,Twitter is trash
0,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR."
1,"Two blonde dykes wanna kiss all night, I just pray to god that this shit go right"
1,Two horny guys take turns beating the shit out of a tight teen pink&#160;pussy http://t.co/RbOJWLAriQ
0,Two red bones kissin n da back seat
1,Tyga and Drake two light skin bitches but if had to choose in a fight I would go with the guy from Compton over the one from Toronto
0,Tyrese trash
1,U coons watching love and hip hop ain't you
1,U corn fly then bitch when it has no seeds and its lime green with full of Crystal all over
1,"U got a twin bed yo bitch ass better not invite her over to yo crib, u better off sleeping on a futon my boy"
1,U see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at #happyhour
0,U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
0,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews
1,Ugh like I hate when my momma get to talking all proper like bitch stfu.
1,Ugly bitches know to get out the crib before the sun come up &#128514;&#128175;
1,"Ugly bitches listen, yall can not be havin a stank attitude. yall dont have nothing working for you but your personally so dont fuck it up."
1,"Ugly hoes, you can NOT have attitudes! Kill the ratchetness!! You need to be nice, cause your looks sure ain't getting you nowhere!!!!"
0,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1"
0,"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;"
1,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ
1,Uncle Tom ass muhfuckas.
0,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y"
0,Up early then a bitch driving to denton omg can I move already
0,Up like an eagle tryna catch the early bird that catches the worm.
1,Upstate hoes love down south niggas and down south females love upstate niggas
0,Use to trap them birds now I'm fly like a birdddd
1,Vanessa is such a fuckin faggot.
1,"Venti iced water

Make it snappy hoe"
0,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
0,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR
0,Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS
0,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv
0,Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4
0,Video: Shy Glizzy &#8211; &#8220;I Can&#8217;t Trust&#160;Myself&#8221; http://t.co/HRfuDrvZdb
0,"View from the ghetto ain't bad, Rio http://t.co/umjPU8gT"
0,Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits http://t.co/iI0v4LbSQK via @Etsy
0,"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM"
0,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?"
1,W bitch
0,WALK OFF HR! @Yankees
1,"WATCH - WE SALUTE THE VETS &#8211;Tuesday Jihadi Bitch Slaying: MK-48, M203&#8217;s Fired At Taliban Cockroaches During Firefight http://t.co/yFucN0Dwzq"
0,WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx
0,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop
1,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #tcot #lnyhbt #pjnet #tgdn #gop
0,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs http://t.co/uHZ1qKcrJE
1,WDMC RT @Rhion_R: So what shit is this. Male hoes now. WHAT is going on. http://t.co/XcY9QE5Yab
0,"WEBBERS! RT @DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 http://t.co/yC81VG2kg1"
0,WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz
0,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr &amp; Hobo Nephews of Uncle Frank! Tickets 15$"
0,WTF I'mma do about my legs Charlie Murphy...
0,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped."
1,Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL
0,"Wait a minute... Bowyer causing a yellow in a Chase race RT @Knighter01: Caution, 15 #NASCAR"
0,Wait did @kidfivevibes take my brownies??
1,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.
0,Waiting for brownies. I want brownies. Someone hooks it up?
1,Waka bitch bad fr
1,Walked into a party and they was playin Nelly - Air Force Ones. I walked outta that bitch immediately and littered in their yard
0,"Want to go get this brownie, I'm stuck doe."
0,Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;
1,Wanted to eat her pussy from the back but she's sleep...smh
0,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
0,WashPost Describes Charlie Crist's Bizarre Obsession With Fan Between Legs To Stop Sweat When Asked/Answering Questions! DoG
0,Watch out #ned! #crc #worldcup2014 #puravida http://t.co/DcAgrh4SLE
0,Watched some crows eat a sandwich
0,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees
0,"Watching Richie Rich! On Tv..Even he wanted to kick it with the ghetto kids..

Shows yuh how much Money Aint A Thang!..."
1,Wats up with ppl calling me foriegn bitch now
1,Wave &#127754; or get Splashed &#128166; on!!! #SplashGang ya bitch you!!
1,We ain't gon talk bout yo partnas cuz dey ain't shit like my niccas
1,"We bout to be the next Chik Fil A, lmao. Couple of fags said we told them if they didn't like their food to get out.
Never happened &#128514;&#128514;&#128514;&#128514;"
0,We can't call somebody wack we got Raymond Felton RT @BeckDeeMyG: Lin so trash.
1,We cocky yea bitch we cocky.
1,We don't love them hoes !
1,"We got gin, mad blunts and bitches sucking dick"
1,We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg
1,We know you fat hoes are not big boned your jus fat af !
1,We need to start having a fantasy team of UT hoes lol
0,We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.
1,We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches
0,We wacko birds are still tweeting #MakeDCListen
0,"We're Bringing The Cadaver Dogs, Charlie Brown. #rejectedpeanutsspecials"
1,We're a good match cuz we both retarded...n weed
0,We're going to make the school look so redneck tomorrow.
0,Weed brownies &gt;&gt;&gt;&gt; &#128553;&#128079;
0,Weekend is here. What an amazing week this has been. Let's use this extended weekend to celebrate our successes my fellow queer folk.
1,Weird ass bitches
0,Weird frosted colored lipgloss is weird...
0,"Welcome to our land of dispossession! http://t.co/v14jkTLZ Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!"
0,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl http://t.co/a27C1XueZP"
0,Well Jay I guess if you wanna keep your house from burning down...the bird is the word yeah!!!! #jaymohrsports @jaymohr37
0,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home
0,Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!
1,Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO&#8230; http://t.co/4g85sn1AFx
1,"Well now that I'm basically gone full retard, lets get blasted"
1,Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.
1,Well your a little cunt !
1,"Welp! &#8220;@FemaIeStruggle Me: Baby I cooked

Bae: What's for dinner?

Me: That bitch you been texting http://t.co/pOxpYQ5Eiy"
0,Went to an open house today &amp; the place was trash. Ewww
1,Went ya bitch house now she not a virgin anymore
0,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7
1,What a bitch.. #pshh
1,What a dumb bitch
1,What a fucking retard
0,What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.
0,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!"
0,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?
1,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &#128514;&#128553;&#128557;&#128514;&#128514;
0,"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells."
0,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?
0,What if I talked ghetto lol I'd be so annoyed of my self
1,What if I was on my ass that mean she get half of my cash? Man that bitch can kiss my ass
0,What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.
1,What jealous hoe made this? http://t.co/95rdO7RHvq
1,What made this niggah say that out his mouth
1,What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl
0,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:
1,What that bitch Tryna say
0,What the monkey... http://t.co/h76rptL8Wq
1,What these bitches want from a nicca .. &#128553;&#128553;
1,What you saying hoe?
0,What's a trash party ?
1,What's that makeup called on your cheeks? I call it bitch spots lmao
1,What's this bitch look like y'all &#8220;@pearlblueyes: add me on your stupid chapsnat::::pearlblueyes http://t.co/rASlFXof5d&#8221;
0,When Charlie tries to walk into my room and it can't remember if I locked the door or not http://t.co/FrTigzzPQf
1,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
1,"When I call bitch, you come."
1,When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck
0,When Robinson Cano left the Yankees they were selling his jersey for $25. When Aaron Hernandez went to jail they sold his for $10.
1,When a bitch all in ya mans face in public http://t.co/KXmi85GQP2
1,When a super bad bitch walk past u and u can't help but stare http://t.co/64Iwjvx2xE
0,"When all else fails, blast bare nips"
1,When bitches I work with are on there period ...
1,"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D"
0,When did Miley turn ghetto?
0,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.
1,When ever you dog hoes really bad you end up w/ a girlfriend ...
1,When ex girl friends get fat. That's god saying hey man.. You're welcome lmfao &#128514;&#128557; big ole bitch
1,When guys throw stupid bitch fits its like whyyyyy? Grow some balls please. I have bigger balls than you.
1,When hoes think I got sucker nigga written across my forehead...
1,When i die bitch fuck my hologram doe* there taylor
1,When my teacher says basic algebra I think of basic bitches&#128514;&#128514;
0,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7"
0,"When people really think I'm Asian I get offended,
Even though I make fun of my gook self"
1,"When people tailgate, then pass you up, and look lol I just wave like hi bitch yeah I see you do I care fuck no pass me up"
1,When that dyke almost came for me when i didn't send for her &lt;&lt;&lt;&lt;
1,"When the bitch playes with your emotions, an won't let you date. That's the moment where i wanna kick her straight in the vagina."
0,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;
0,When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe
0,When you colored every day is Sunday
1,When you gotta boomin ass voice all you have to do is look at bitches and scream NOW. Den ya in da pussy
1,When you see a fat bitch wearing leggings and a belly shirt http://t.co/mN4ZFw3P5G
1,When you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? http://t.co/1B822azXiQ
1,When you told ya Homie she was a hoe but he still wifed it &#8220;@Lurk_God: Caption this http://t.co/rgbqEsSSHA&#8221;
1,When you're grinding with a bitch and she's knocking you over with the booty http://t.co/UAyeF5mb0p
0,"Whenever I see a pic captioned
""Soft ghetto"" I log off for 25 minutes"
1,Where all the 2nd string bitches at?
1,Where tf this bitch in the pink from? &#128514; this hoe pointless
1,"Where the bad bitches at? And by ""Bad Bitches"", I mean ""tacos""."
1,Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
1,Where the hoes at...
1,Where this hoe Benga at
0,Where would me life be without God and @levimitchell.....seriously I'd probably be living In a trash can haha!&#128514;
0,Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay @FatAmyPost
0,Which expendable player can we put in with the sole objective of breaking Beverley's jaw?
0,"Whipped cream &#9829;,&#9829; #endlesslove"
0,Whipped http://t.co/EFSVjPqrwq
0,Whipped out some french in front of some babes at the post office. #winning
0,"White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2"
1,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
0,"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson
was the First President of the United States! George... http://t.co/rpSeqjD3"
1,"Who is that pink hat guy, Cody? Caleb? Either way he is a over emotional bitch. #BB16"
0,Who needs an alarm when you have the worlds most annoying bird outside your window?!??
0,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo"
1,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
1,Who the hell taught you how to fuck bitch toot it up
0,Who wanna play pin da tail on da colored man's butt?
0,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.
0,Who'd have thought my redneck husband would claim the hipster glasses? http://t.co/Vv6MzpQ4ju
0,Whoever made these brownies and cookies belongs in heaven
0,Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished. http://t.co/P7zwAoXi4l
0,"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR"
0,Whoooooaaa no chill savage &#8220;@CantBeLocal: Here monkey monkey http://t.co/wmZ8s3j6iG&#8221;
0,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
1,Why 2 dudes would wanna fuck the same bitch at the same time is far beyond me.
0,Why Jon hates birds. http://t.co/VwXlbmJ7fY
0,Why McDonald's breakfast good but the lunch trash
1,Why are #teabaggers so interested in saving people who are Muslim? Does Syria have oil? #morningjoe
0,Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.
1,Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby
0,Why can't I have colored eyes like my siblings &#128557;&#128557;
1,Why do I have the worst BM in the world smh this bitch the devil !
1,Why do I play these scary PC games? Cuz im not a pussy and i like being scared shitless
0,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
1,Why do some girls feel the need to be bitches for no reason at all
0,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium
0,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
1,Why everybody talking about Rihanna nudes like she super cold naked? Just cuz she famous huh? That hoe built like a bubble gum swirl!!
0,Why is all these artist and new ones making so much trash?
0,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging
1,Why is that most of the niggas/bitches I use to fw like to sub me ? &#128514;&#128557;
0,"Why no boycott of racist ""redskins""?
#Redskins
#ChangeTheName
#ChangeTheMascot"
1,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?
0,Why won't we run the ball? Our offensive coordinator is retarded
0,Why would you think Common is trash? Tf
1,Why you think all these niggas end up with all these kids? Fucking ugly bitches
0,Wicked Oreo
0,Will Hillary &#8216;dodo-bird&#8217; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG http://t.co/wFlZyXmVk6 via @worldnetdaily
0,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.
1,Wish I got hoes like James Bond
1,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding
1,Wish i had a bad bitch tonight where they at?
0,With birds ill share this lonely view
1,With my best bitches @nerissaloren @robertenders http://t.co/nsNgQ3q0
0,With the birds i share this lonely view..
1,"With the bitches @moonsnlullabies, @LaLeaa_, &amp; @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive"
0,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge."
1,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
1,Woke up cold thenna bitch n stomach on Flat fr &#128514;&#128514;&#128514; http://t.co/71IVR8ISlK
1,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
0,"Won't catch me sneak dissing, thats fo the birds."
0,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
1,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
0,Word to my bird! http://plixi.com/p/60040730
1,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
0,Working Saturday is for the birds #FML
1,"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash"
0,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ
0,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb"
0,Wow redskins don't want this
0,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant"
0,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming
1,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh
1,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO
1,Y u a bitch doe?
1,Y'all Mfs better believe in karma ... That bitch oh so real
1,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
1,Y'all bitches need to sandos!
1,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
1,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
1,Y'all lonely ass bitches sure do give out a lot of relationship advice....
1,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.
0,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao"
0,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;
0,Y'all suck on flappy bird
1,Y'all tweet the same shit everytime I get back on this bitch
0,YES!! RT @Merky__: NO!!! RT @HuffPostTaste Will YOU buy the new Caramel Apple flavor of Oreos? http://t.co/K8zUp4Ynzf http://t.co/AMuZaTglx8
1,YOU and them bitches that you came wit
1,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;
1,Ya bitch wnna ride with me
1,Ya bitches dumb as fuck for the felon.
0,Ya'll take note. There ain't never tornadoes where colored folk live
1,"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty"
1,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe."
1,Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4
1,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!
1,Yall black ass hoes aint east African
1,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
0,Yall know Skip Bayless is about to slit his wrists over Romo! Lol
0,Yankee homeruns make me all tingly.
0,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
0,Yankees getting killed
0,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF
0,Yankees season over tho. So yeah.
0,Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants
0,Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB
0,Yanks choked too..... Lost 4 strait remember
0,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;
0,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG
1,"Yaz bitch yaz, http://t.co/EOmRMqWNqT"
1,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET
0,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on
1,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin
1,"Yeah I tried and you bein all blind and shit. Lol peace, bitch.&#127797;"
1,Yeah bitch
1,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow
0,Yeah okay let's just put a fire cracker in a cow pie and see what happens
0,Yeah that's where you're supposed to put the trash can.... #rude http://t.co/molWF0py
0,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees
1,Yeah you bad but hoe so what
1,"Yeah your eyebrows on point, but is ya pussy clean?"
1,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish"
0,Yee boy my yung nicca told me dat waxx
0,Yellow jackets at gas station trash cans are THE worst
0,"Yep, sources confirmed it. That Iggy concert last night was trash"
0,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash
0,"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin"
1,Yo @KayciMalynn I miss you. Ya cunt.
1,Yo bitch choosin just letr
1,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range
1,Yo bitch wanna fuck the squad
1,Yo fuck the pats they are still bitches
0,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life
1,Yo pussy overrated
1,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob
0,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.
1,You a basic ass bitch #realtalk
1,You a stupid hoe
1,You ain't my bitch so lil bitch why you bitchin
1,You ain't squad lil bitch
0,"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them"
0,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf"
1,You and that BBW shit can get TF off this planet. Take these stud hoes with you too.
1,You are a jiggaboo...!
1,"You can call me a bitch, OK! But a the thief get out of here. Smdh"
0,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys."
1,"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF"
1,You can't play me for a fool my niggah
0,You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq
1,"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;"
1,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
1,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
1,You girls needa stop with the edits. Damn near got catfished a week or two ago and the bitch keeps findin her way back&#128530;&#128548;&#128165;&#128299;&#128553;
1,You got hoes really out there titty twerkin &#128584;&#128584;&#128584; https://t.co/1Cc7GU4e7O
1,You got my name In your mouth but I got your bitch on my dick &#128586;
1,"You hoes love sayin ""You think you cute huh"".. Naa, You do.."
1,You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes
0,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!"
1,You know a bitch mad when she throw her drink &#128514; now she got to find another nigga to buy her another one
1,You know how many hot bitches I own?
1,You know how these hoes be! http://t.co/EdHIfNsrfR
1,You know how these lil bitches &#128530;runn they mouth up in the streets &#128078;&#128080;
1,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.
1,You know the head good when it feel like she has a pussy stuffed down her throat
1,You know these hoes is no good when all the singers stop making love songs &#128514;&#128514;
1,You know these hoes wishy washy
1,You know these hoes wishy washy !
1,"You know what, all you are doing is being a burden to me. A fuckin annoyance and I hate bitches like you"
0,"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp"
